chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,inputFile,inputFile_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.dbkey,parameters.inputFile.values,parameters.inputFile|__identifier__,parameters.line_length,parameters.truncate_sequence_names_at_whitespaces,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-10-25 01:12:23.198589,slurm_normal,1508893971.0,0,,1.0,main_w4_handler0,3224234,17204510,False,,227498389,fasta,11264282,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31865394}]",,"""100""","""false""",32.0,,41476067.0,1508893954.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2017-10-25 01:12:53.143807,70582.0,17.0
,,2018-01-02 22:54:40.415506,slurm_normal,1514933754.0,0,,1.0,main_w3_handler0,1203789,17933341,False,,835714844,fasta,12009462,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33151720}]",,"""80""","""true""",32.0,,42855655.0,1514933684.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2018-01-02 22:55:56.396996,28483.0,70.0
17.0,len,2018-01-03 15:08:36.680149,slurm_normal,1514992130.0,0,,1.0,main_w3_handler0,3373552,17937289,False,,10888,fasta,12013214,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/022/954/dataset_22954951.dat""","""?""","[{'src': 'hda', 'id': 33159975}]",,"""80""","""true""",32.0,,42963177.0,1514992122.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2018-01-03 15:08:51.962090,38729.0,8.0
,,2018-03-05 01:10:32.234138,slurm_normal,1520212278.0,0,7680.0,1.0,main_w4_handler1,3405300,18604103,False,,227498389,fasta,12699414,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 34206821}]",,"""100""","""false""",32.0,,43525019.0,1520212263.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2018-03-05 01:11:20.381658,104820.0,15.0
,,2017-10-26 00:58:47.248320,slurm_normal,1508979677.0,0,,1.0,main_w4_handler0,3294542,17219854,False,,2806536594,fasta,11280842,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/xenLae2.len""","""xenLae2""","[{'src': 'hda', 'id': 31888809}]",,"""80""","""true""",32.0,,41434653.0,1508979543.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2017-10-26 01:01:23.083363,114113.0,134.0
,,2018-01-05 16:25:30.478731,slurm_normal,1515169589.0,0,,1.0,main_w4_handler0,3259630,17957182,False,,718332799,fasta,12033873,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 33191951}]",,"""80""","""false""",32.0,,43004929.0,1515169537.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2018-01-05 16:26:30.859281,111892.0,52.0
7546025.0,len,2017-10-26 12:22:02.577324,slurm_normal,1509020659.0,0,,1.0,main_w3_handler0,3294542,17226162,False,,2806536594,fasta,11287663,slurm,,132112168.0,corral-repl,,,"""/galaxy-repl/main/files/021/872/dataset_21872826.dat""","""xenLae2""","[{'src': 'hda', 'id': 31888809}]",,"""80""","""true""",32.0,,41534824.0,1509020529.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2017-10-26 12:24:22.598174,114113.0,130.0
,,2017-10-30 16:48:41.978637,slurm_normal,1509382322.0,0,,1.0,main_w4_handler0,3304642,17266853,False,,337773359,fasta,11325962,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 31968610}]",,"""100""","""false""",32.0,,41620972.0,1509382300.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2017-10-30 16:52:06.526925,114752.0,22.0
,,2017-10-30 19:21:49.269266,slurm_normal,1509391360.0,0,,1.0,main_w4_handler1,3304833,17268215,False,,64331,fasta,11328007,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 31971333}]",,"""80""","""true""",32.0,,41622801.0,1509391348.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2017-10-30 19:22:53.073118,114767.0,12.0
,,2017-11-01 01:43:49.105222,slurm_normal,1509500775.0,0,,1.0,main_w3_handler1,3304060,17282191,False,,2957925793,fasta,11343234,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg19.len""","""hg19""","[{'src': 'hda', 'id': 31996489}]",,"""80""","""true""",32.0,,41613814.0,1509500642.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2017-11-01 01:46:16.796174,114535.0,133.0
,,2017-11-01 17:57:44.537925,slurm_normal,1509559086.0,0,,1.0,main_w3_handler1,3304833,17288086,False,,67617,fasta,11349824,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32006905}]",,"""80""","""true""",32.0,,41622801.0,1509559080.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2017-11-01 17:58:09.570340,114767.0,6.0
,,2017-11-02 15:54:38.614321,slurm_normal,1509638134.0,0,,1.0,main_w3_handler1,3304632,17303753,False,,337773359,fasta,11363880,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""hg38""","[{'src': 'hda', 'id': 32030333}]",,"""100""","""false""",32.0,,41701263.0,1509638114.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2017-11-02 15:56:05.385086,100246.0,20.0
,,2017-11-02 19:41:00.024994,slurm_normal,1509651725.0,0,,1.0,main_w4_handler0,3307611,17307839,False,,361876819,fasta,11367075,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/?.len""","""?""","[{'src': 'hda', 'id': 32035634}]",,"""80""","""true""",32.0,,41685210.0,1509651694.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/picard/picard_NormalizeFasta/2.7.1.0,2.7.1.0,,2017-11-02 19:42:12.236816,58337.0,31.0
