chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.c_and_o_argument_repeat,parameters.chromInfo,parameters.dbkey,parameters.distance,parameters.header,parameters.input.values,parameters.input|__identifier__,parameters.strand,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2017-05-18 16:37:12.446172,slurm_normal,1495125457.0,0,,1.0,main_w3_handler1,3072100,15881913,False,,95538539,bed,9981208.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""false""","[{'src': 'hda', 'id': 29674647}]",,"""""",32.0,,37311867.0,1495125450.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-18 16:37:40.983508,,7.0
,,2017-06-21 19:25:40.112935,slurm_normal,1498073154.0,0,,1.0,main_w4_handler1,3072485,16156489,False,,1127328,bed,10234907.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""0""","""false""","[{'src': 'hda', 'id': 30116064}]","""WRKY_tnt`WRKY75_col_a`chr1-5`chr1-5_GEM_events.narrowPeak""","""""",32.0,,37689979.0,1498073150.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-06-21 19:25:57.458769,104097.0,4.0
,,2017-06-21 19:25:40.900204,slurm_normal,1498073320.0,0,,1.0,main_w3_handler0,3072485,16156490,False,,481925,bed,10234912.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/Arabidopsis_thaliana_TAIR10.len""","""Arabidopsis_thaliana_TAIR10""","""0""","""false""","[{'src': 'hda', 'id': 30116066}]","""WRKY_tnt`WRKY70_col`chr1-5`chr1-5_GEM_events.narrowPeak""","""""",32.0,,37689979.0,1498073163.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-06-21 19:28:43.993513,104097.0,157.0
,,2017-06-19 19:45:22.118021,slurm_normal,1497901546.0,0,,1.0,main_w4_handler0,3079479,16135943,False,,56145,bed,10215678.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""true""","[{'src': 'hda', 'id': 30085458}]",,"""""",32.0,,37437809.0,1497901534.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-06-19 19:45:51.704495,,12.0
,,2017-06-16 13:32:36.541120,slurm_normal,1497619975.0,0,,1.0,main_w3_handler1,3158435,16116390,False,,593696,bed,10198630.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 30053819}]",,"""-s""",32.0,,37698287.0,1497619972.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-06-16 13:32:58.210521,17631.0,3.0
,,2017-05-24 12:54:05.009882,slurm_normal,1495630465.0,0,,1.0,main_w4_handler0,3125227,15927288,False,,743941,bed,10025115.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""mean"", ""col"": ""4""}]","""/galaxy-repl/localdata/chrom/?.len""","""?""","""1""","""false""","[{'src': 'hda', 'id': 29751194}]",,"""""",32.0,,38155844.0,1495630461.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-24 12:54:28.665790,103738.0,4.0
,,2017-05-24 16:01:04.321099,slurm_normal,1495641685.0,0,,1.0,main_w4_handler1,2951117,15929436,False,,840918,bed,10027197.roundup,slurm,,132112168.0,corral-repl,,,"[{""__index__"": 0, ""operation"": ""sum"", ""col"": ""1""}]","""/galaxy-repl/localdata/chrom/dm3.len""","""dm3""","""0""","""false""","[{'src': 'hda', 'id': 29754749}]",,"""""",32.0,,38190961.0,1495641679.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-24 16:01:28.025929,44999.0,6.0
,,2017-05-22 22:22:58.688326,slurm_normal,1495491811.0,0,,1.0,main_w3_handler0,3095565,15910268,False,,955378,bed,10008383.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 29722975}]",,"""""",32.0,,37718410.0,1495491807.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-22 22:23:36.470471,105083.0,4.0
,,2017-05-22 19:54:34.333733,slurm_normal,1495482889.0,0,,1.0,main_w4_handler1,3079479,15909482,False,,12490,bed,10007647.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 29554283}]",,"""""",32.0,,37437809.0,1495482885.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-22 19:54:54.108407,,4.0
,,2017-05-22 22:22:32.110056,slurm_normal,1495491788.0,0,,1.0,main_w3_handler1,3095565,15910265,False,,840054,bed,10008379.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 29722971}]",,"""""",32.0,,37718410.0,1495491784.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-22 22:23:12.707074,105083.0,4.0
,,2017-05-22 22:22:16.755786,slurm_normal,1495491775.0,0,,1.0,main_w4_handler1,3095565,15910263,False,,785496,bed,10008377.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 29722969}]",,"""""",32.0,,37718410.0,1495491769.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-22 22:22:57.068284,105083.0,6.0
,,2017-05-22 22:24:19.634602,slurm_normal,1495491891.0,0,,1.0,main_w3_handler0,3095565,15910278,False,,965494,bed,10008395.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 29722988}]",,"""""",32.0,,37718410.0,1495491886.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-22 22:24:55.133542,105083.0,5.0
,,2017-05-22 22:24:32.581881,slurm_normal,1495491911.0,0,,1.0,main_w3_handler0,3095565,15910280,False,,1020052,bed,10008399.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 29722990}]",,"""""",32.0,,37718410.0,1495491906.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-22 22:25:12.244266,105083.0,5.0
,,2017-05-22 22:23:47.762799,slurm_normal,1495491862.0,0,,1.0,main_w4_handler1,3095565,15910273,False,,850170,bed,10008390.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""0""","""false""","[{'src': 'hda', 'id': 29722982}]",,"""""",32.0,,37718410.0,1495491857.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-22 22:24:27.798852,105083.0,5.0
,,2017-06-16 15:55:02.554061,slurm_normal,1497628534.0,0,,1.0,main_w3_handler0,3072100,16117414,False,,547889,bed,10199553.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/?.len""","""?""","""2""","""false""","[{'src': 'hda', 'id': 30055762}]",,"""""",32.0,,37311867.0,1497628530.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-06-16 15:55:36.069214,,4.0
,,2017-06-16 16:10:34.751467,slurm_normal,1497629450.0,0,,1.0,main_w3_handler1,3133483,16117478,False,,4459,bed,10199620.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm9.len""","""mm9""","""0""","""false""","[{'src': 'hda', 'id': 30055833}]",,"""""",32.0,,37984822.0,1497629447.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-06-16 16:10:53.891693,6515.0,3.0
,,2017-05-23 06:24:43.720707,slurm_normal,1495520702.0,0,,1.0,main_w4_handler1,3123060,15913605,False,,81818057,bed,10011565.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""0""","""false""","[{'src': 'hda', 'id': 29727691}]",,"""-s""",32.0,,38154052.0,1495520695.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-23 06:25:07.019406,55787.0,7.0
,,2017-05-23 06:25:02.575628,slurm_normal,1495520721.0,0,,1.0,main_w4_handler0,3123060,15913607,False,,70724695,bed,10011566.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/hg38.len""","""hg38""","""0""","""false""","[{'src': 'hda', 'id': 29727699}]",,"""-s""",32.0,,38154052.0,1495520714.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-23 06:25:23.580283,55787.0,7.0
,,2017-05-23 12:59:35.714378,slurm_normal,1495544396.0,0,,1.0,main_w3_handler0,3102293,15916955,False,,2066,bed,10014713.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm8.len""","""mm8""","""2000""","""false""","[{'src': 'hda', 'id': 29722882}]",,"""""",32.0,,37914862.0,1495544391.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-23 13:00:02.507643,105460.0,5.0
,,2017-05-23 12:59:55.314127,slurm_normal,1495544408.0,0,,1.0,main_w4_handler1,3102293,15916959,False,,3294,bed,10014715.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/mm8.len""","""mm8""","""2000""","""false""","[{'src': 'hda', 'id': 29722421}]",,"""""",32.0,,37914862.0,1495544404.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-23 13:00:11.336166,105460.0,4.0
,,2017-05-23 21:15:18.161053,slurm_normal,1495574134.0,0,,1.0,main_w3_handler0,3095543,15921384,False,,4230,bed,10019463.roundup,slurm,,132112168.0,corral-repl,,,[],"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""100""","""false""","[{'src': 'hda', 'id': 29738884}]",,"""""",32.0,,37717168.0,1495574130.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/iuc/bedtools/bedtools_mergebed/2.26.0.0,2.26.0.0,,2017-05-23 21:15:38.288388,105081.0,4.0
