chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,input,input_filetype,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.attribute_name,parameters.attribute_type,parameters.chromInfo,parameters.cond,parameters.dbkey,parameters.input,parameters.input.values,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2016-04-04 14:40:37.194019,slurm_normal,1459781347.0,0.0,,1.0,main_w2_handler0,2655610,12334572,False,,10588889077,gff3,6540666.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/mm10.len""","""attribute_name=='chr7'""","""mm10""",24119264,,32.0,,28629248,1459780847.0,ok,1023996.0,gff_filter_by_attribute,0.1,,2016-04-04 14:49:09.405165,78324.0,500.0
,,2016-07-13 17:27:21.884520,slurm_normal,1468431068.0,0.0,,1.0,main_w2_handler0,2665208,13397958,False,,1175560401,gtf,7609902.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""gene_id=='ENSG00000277957'""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b554d0ec51031537c1'}]",32.0,,29862501,1468430892.0,ok,1023996.0,gff_filter_by_attribute,0.1,,2016-07-13 17:31:16.837233,56486.0,176.0
,,2016-07-13 17:41:53.040234,slurm_normal,1468431894.0,0.0,,1.0,main_w2_handler1,2665208,13398289,False,,1175571066,gtf,7610089.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""gene_id=='ENSG00000277957'""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529bd75fde1250532'}]",32.0,,29862501,1468431753.0,ok,1023996.0,gff_filter_by_attribute,0.1,,2016-07-13 17:44:58.108652,56486.0,141.0
,,2016-07-13 17:53:52.992976,slurm_normal,1468432648.0,0.0,,1.0,main_w2_handler0,2665208,13398349,False,,1175571066,gtf,7610260.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""gene_id=='SENP3'""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529bd75fde1250532'}]",32.0,,29862501,1468432496.0,ok,1023996.0,gff_filter_by_attribute,0.1,,2016-07-13 17:57:29.884785,56486.0,152.0
,,2016-07-13 17:53:16.341758,slurm_normal,1468432622.0,0.0,,1.0,main_w1_handler0,2665208,13398344,False,,1175571066,gtf,7610238.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""gene_id=='SENP3-EIF4A1'""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529bd75fde1250532'}]",32.0,,29862501,1468432425.0,ok,1023996.0,gff_filter_by_attribute,0.1,,2016-07-13 17:57:10.176759,56486.0,197.0
,,2016-07-13 17:54:08.684847,slurm_normal,1468432658.0,0.0,,1.0,main_w2_handler1,2665208,13398351,False,,1175571066,gtf,7610263.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""gene_id=='EIF4A1'""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529bd75fde1250532'}]",32.0,,29862501,1468432499.0,ok,1023996.0,gff_filter_by_attribute,0.1,,2016-07-13 17:57:58.222825,56486.0,159.0
,,2016-07-13 18:00:57.664049,slurm_normal,1468433018.0,0.0,,1.0,main_w2_handler0,2665208,13398404,False,,1175571066,gtf,7610361.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""gene_name=='EIF4A1'""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529bd75fde1250532'}]",32.0,,29862501,1468432922.0,ok,1023996.0,gff_filter_by_attribute,0.1,,2016-07-13 18:03:46.949163,56486.0,96.0
,,2016-07-13 18:02:19.548461,slurm_normal,1468433126.0,0.0,,1.0,main_w2_handler0,2665208,13398412,False,,1175571066,gtf,7610378.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""gene_name=='SENP3-EIF4A1'""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529bd75fde1250532'}]",32.0,,29862501,1468433032.0,ok,1023996.0,gff_filter_by_attribute,0.1,,2016-07-13 18:05:38.031487,56486.0,94.0
,,2016-07-13 18:00:10.817120,slurm_normal,1468433135.0,0.0,,1.0,main_w1_handler0,2665208,13398396,False,,1175571066,gtf,7610344.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""","""gene_name=='SENP3'""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b529bd75fde1250532'}]",32.0,,29862501,1468432878.0,ok,1023996.0,gff_filter_by_attribute,0.1,,2016-07-13 18:05:45.833547,56486.0,257.0
,,2016-07-13 19:05:29.193463,slurm_normal,1468436948.0,0.0,,1.0,main_w1_handler1,2665208,13399098,False,,1175560401,gtf,7611032.roundup,slurm,,132112168.0,corral-repl,,,,,"""/galaxy-repl/localdata/chrom/?.len""",""" gene_type==\""pseudogene\""""","""?""",,"[{'src': 'hda', 'id': 'bbd44e69cb8906b554d0ec51031537c1'}]",32.0,,29862501,1468436778.0,ok,1023996.0,gff_filter_by_attribute,0.1,,2016-07-13 19:09:18.880568,56486.0,170.0
