chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,infile,infile_filetype,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.chromInfo,parameters.code,parameters.dbkey,parameters.infile.values,parameters.infile|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,runtime
,,2018-03-02 07:15:08.377839,slurm_normal,1519974926.0,0,7680.0,1.0,main_w4_handler1,3053514,18576851,False,269560986,sam,,12671120,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""$6 == \""50M\"" { count++; print count}""","""mm10""","[{'src': 'hda', 'id': 34163675}]",,32.0,,42870910.0,1519974917.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 07:15:27.813937,103307.0,9.0
,,2018-03-02 07:21:19.966391,slurm_normal,1519975293.0,0,7680.0,1.0,main_w4_handler1,3053514,18576874,False,269560986,sam,,12671143,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""END{print NR}""","""mm10""","[{'src': 'hda', 'id': 34163675}]",,32.0,,42870910.0,1519975288.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 07:21:36.722018,103307.0,5.0
,,2018-03-02 07:00:05.049656,slurm_normal,1519974113.0,0,7680.0,1.0,main_w4_handler1,3053514,18576808,False,4893604095,sam,,12671073,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""$6 == \""50M\""\n{ print }""","""mm10""","[{'src': 'hda', 'id': 34135096}]",,32.0,,42870910.0,1519974014.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 07:01:55.232894,103307.0,99.0
,,2018-03-02 06:42:11.651582,slurm_normal,1519973031.0,0,7680.0,1.0,main_w4_handler0,3053514,18576760,False,4893604095,sam,,12671028,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""$6 == 50M {count++} END{print count}""","""mm10""","[{'src': 'hda', 'id': 34135096}]",,32.0,,42870910.0,1519972939.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 06:43:52.626295,103307.0,92.0
,,2018-03-02 06:49:23.793992,slurm_normal,1519973432.0,0,7680.0,1.0,main_w3_handler1,3053514,18576783,False,4893604095,sam,,12671049,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""pattern {$6 == \""50M\""}\n{ print }""","""mm10""","[{'src': 'hda', 'id': 34135096}]",,32.0,,42870910.0,1519973373.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 06:50:34.356936,103307.0,59.0
,,2018-03-02 07:06:19.545335,slurm_normal,1519974472.0,0,7680.0,1.0,main_w3_handler1,3053514,18576825,False,4893604095,sam,,12671094,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/mm10.len""","""$6 == \""50M\"" { print }""","""mm10""","[{'src': 'hda', 'id': 34135096}]",,32.0,,42870910.0,1519974388.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 07:07:54.781280,103307.0,84.0
,,2018-03-02 07:56:51.656929,slurm_normal,1519977554.0,0,7680.0,1.0,main_w3_handler0,3318446,18577034,False,901554998,bedgraph,,12671280,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""{printf($1\""\\t\""$2\""\\t\""$3\""\\t\""); printf(\""%.5f\\n\"", ($4 + 0.3))}\t""","""hg38""","[{'src': 'hda', 'id': 34088874}]",,32.0,,43396550.0,1519977421.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 07:59:16.448165,115812.0,133.0
,,2018-03-02 10:13:09.673552,slurm_normal,1519985760.0,0,7680.0,1.0,main_w4_handler1,3318446,18578490,False,901554998,bedgraph,,12672935,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""{printf($1\""\\t\""$2\""\\t\""$3\""\\t\""); printf(\""%.5f\\n\"", ($4 + 0.06))}\t""","""hg38""","[{'src': 'hda', 'id': 34088874}]",,32.0,,43396550.0,1519985617.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 10:16:02.492812,115812.0,143.0
,,2018-03-02 14:05:03.381127,slurm_normal,1519999524.0,0,7680.0,1.0,main_w3_handler0,3420225,18580875,False,558115871,tabular,,12675602,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""awk ' { t = $2; $2 = $3; $3 = t; print; } '""","""hg38""","[{'src': 'hda', 'id': 34167465}]",,32.0,,43745020.0,1519999510.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 14:05:26.193816,,14.0
,,2018-03-02 14:07:27.259602,slurm_normal,1519999678.0,0,7680.0,1.0,main_w4_handler0,3420225,18580893,False,558115871,tabular,,12675631,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""{ t = $2; $2 = $3; $3 = t;} ""","""hg38""","[{'src': 'hda', 'id': 34167465}]",,32.0,,43745020.0,1519999656.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 14:07:59.661925,,22.0
,,2018-03-02 14:13:16.953699,slurm_normal,1520000046.0,0,7680.0,1.0,main_w3_handler0,3420225,18581013,False,558115871,tabular,,12675727,slurm,,132112168.0,corral-repl,,,"""/cvmfs/data.galaxyproject.org/managed/len/ucsc/hg38.len""","""{ t = $2; $2 = $3; $3 = t; print }""","""hg38""","[{'src': 'hda', 'id': 34167465}]",,32.0,,43745020.0,1520000006.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 14:14:09.664305,,40.0
,,2018-03-02 18:11:42.387821,slurm_normal,1520014441.0,0,7680.0,1.0,main_w4_handler1,3449744,18584641,False,2186,txt,,12679457,slurm,,132112168.0,corral-repl,,"""22515f581e4511e88974005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""BEGIN {FS=\"" \""}\n/^Total reads processed:/ { n = $NF }\nEND {\n    gsub(/,/,\""\"",n)\n    printf \""%12s    %14s\\n\"", \""Raw\"", n\n}""","""galGal4""","[{'src': 'hda', 'id': 34175565}]",,32.0,,,1520014436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 18:14:05.198113,119794.0,5.0
,,2018-03-02 18:11:41.869506,slurm_normal,1520014443.0,0,7680.0,1.0,main_w4_handler0,3449744,18584640,False,73978462,fastqsanger,,12679458,slurm,,132112168.0,corral-repl,,"""22515f581e4511e88974005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""/^@/ { n += 1}\nEND { printf \""%12s    %14s\\n\"", \""Trimmed\"", n }""","""galGal4""","[{'src': 'hda', 'id': 34175564}]",,32.0,,,1520014436.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 18:14:08.495707,119794.0,7.0
,,2018-03-02 18:11:52.651627,slurm_normal,1520014652.0,0,7680.0,1.0,main_w4_handler0,3449744,18584653,False,28299989,bed,,12679521,slurm,,132112168.0,corral-repl,,"""22515f581e4511e88974005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""BEGIN { OFS=\""\\t\"" } { print $1,$2,$3,$6 }""","""galGal4""","[{'src': 'hda', 'id': 34175578}]",,32.0,,,1520014646.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 18:17:38.165129,119794.0,6.0
,,2018-03-02 18:11:45.132567,slurm_normal,1520014564.0,0,7680.0,1.0,main_w4_handler1,3449744,18584645,False,389,txt,,12679491,slurm,,132112168.0,corral-repl,,"""22515f581e4511e88974005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""BEGIN {FS=\"" \""}\n/mapped \\(/  { printf \""%12s    %14s\\n\"", \""Aligned\"", $1 }""","""galGal4""","[{'src': 'hda', 'id': 34175571}]",,32.0,,,1520014556.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 18:16:14.781866,119794.0,8.0
,,2018-03-02 18:11:44.106193,slurm_normal,1520014564.0,0,7680.0,1.0,main_w3_handler0,3449744,18584644,False,85554993,sam,,12679492,slurm,,132112168.0,corral-repl,,"""22515f581e4511e88974005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""BEGIN { FS=\""\\t\"" }\n$12 !~ /XA:Z/ && $12 !~ /SA:Z/ { print }""","""galGal4""","[{'src': 'hda', 'id': 34175570}]",,32.0,,,1520014557.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 18:16:06.127233,119794.0,7.0
,,2018-03-02 18:11:53.051885,slurm_normal,1520014714.0,0,7680.0,1.0,main_w4_handler1,3449744,18584654,False,93803953,sam,,12679532,slurm,,132112168.0,corral-repl,,"""22515f581e4511e88974005056ba2773""","""/cvmfs/data.galaxyproject.org/managed/len/ucsc/galGal4.len""","""BEGIN { FS=\""\\t\"" }\n$3 !~ /MT/ { print }""","""galGal4""","[{'src': 'hda', 'id': 34175579}]",,32.0,,,1520014706.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/bgruening/text_processing/tp_awk_tool/1.1.0,1.1.0,,2018-03-02 18:18:38.571043,119794.0,8.0
