bed_input,bed_input_filetype,chromInfo,chromInfo_filetype,create_time,destination_id,end_epoch,exit_code,galaxy_memory_mb,galaxy_slots,handler,history_id,id,imported,info,job_runner_external_id,job_runner_name,library_folder_id,memtotal,object_store_id,param_filename,parameters.__workflow_invocation_uuid__,parameters.bed_vs_interval.__current_case__,parameters.bed_vs_interval.bed_input,parameters.bed_vs_interval.bed_input.values,parameters.bed_vs_interval.bed_vs_interval_selector,parameters.bed_vs_interval.int_input,parameters.chromInfo,parameters.dbkey,parameters.invert,parameters.vcf_input,parameters.vcf_input.values,parameters.vcf_input|__identifier__,processor_count,runner_name,session_id,start_epoch,state,swaptotal,tool_id,tool_version,traceback,update_time,user_id,vcf_input,vcf_input_filetype,runtime
1580358.0,bed,,,2015-06-18 20:28:46.960020,slurm_normal,1434659399.0,0,,1.0,main_w1_handler2,2328032,9687316,False,,3996533.roundup,slurm,,132112168.0,corral-repl,,,0,20061095.0,,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20061091,,,32.0,,22744453.0,1434659394.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-06-18 20:30:03.104060,60751.0,3878672,vcf,5.0
199755.0,bed,,,2015-05-05 02:48:29.431643,slurm_normal,1430794154.0,0,,1.0,main_w2_handler1,2290533,9393164,False,,3725527.roundup,slurm,,132112168.0,corral-repl,,,0,19539065.0,,bed,,"""/galaxy-repl/localdata/chrom/Homo_sapiens_nuHg19_mtrCRS.len""","""Homo_sapiens_nuHg19_mtrCRS""","""False""",19573917,,,32.0,,22834306.0,1430794126.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-05-05 02:49:18.965708,37542.0,374854681,vcf,28.0
1145752.0,bed,,,2015-09-15 11:25:00.378399,slurm_normal,1442316328.0,0,,1.0,main_w1_handler0,2434660,10322655,False,,4606626.roundup,slurm,,132112168.0,corral-repl,,,0,21072618.0,,bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",21115312,,,32.0,,24069201.0,1442316324.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-09-15 11:25:30.214640,65803.0,880627,vcf,4.0
64441.0,bed,,,2015-06-19 11:23:31.167843,slurm_normal,1434713102.0,0,,1.0,main_w1_handler2,567701,9691205,False,,4000324.roundup,slurm,,132112168.0,corral-repl,,,0,20067890.0,,bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",20065094,,,32.0,,23675110.0,1434713037.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-06-19 11:25:03.444288,10476.0,1713520018,vcf,65.0
16264310.0,bed,,,2015-06-19 14:24:54.636937,slurm_normal,1434723927.0,0,,1.0,main_w1_handler1,2348112,9692872,False,,4001737.roundup,slurm,,132112168.0,corral-repl,,"""f3d3fffc168e11e5bb3f005056a51846""",0,20057262.0,,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20057239,,,32.0,,23676452.0,1434723920.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-06-19 14:25:30.376368,64907.0,12400009,vcf,7.0
600926.0,bed,,,2015-06-19 18:28:13.291287,slurm_normal,1434738527.0,0,,1.0,main_w1_handler0,2349364,9694601,False,,4003301.roundup,slurm,,132112168.0,corral-repl,,"""f14bb56e16b011e58c75005056a51846""",0,20072373.0,,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20072282,,,32.0,,23709056.0,1434738522.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-06-19 18:28:51.148739,64892.0,12400009,vcf,5.0
18514733.0,bed,,,2015-06-19 14:24:49.668463,slurm_normal,1434723979.0,0,,1.0,main_w1_handler0,2348226,9692870,False,,4001759.roundup,slurm,,132112168.0,corral-repl,,"""eff9a3c8168e11e587aa005056a52a46""",0,20070274.0,,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20059845,,,32.0,,23709056.0,1434723973.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-06-19 14:26:22.400423,64892.0,12400009,vcf,6.0
65428.0,bed,,,2015-06-19 11:16:46.503710,slurm_normal,1434712694.0,0,,1.0,main_w1_handler1,567701,9691177,False,,4000292.roundup,slurm,,132112168.0,corral-repl,,,0,20067843.0,,bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",20065094,,,32.0,,23675110.0,1434712632.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-06-19 11:18:17.481464,10476.0,1713520018,vcf,62.0
65428.0,bed,,,2015-06-19 13:27:48.987231,slurm_normal,1434720596.0,0,,1.0,main_w1_handler2,567701,9692007,False,,4001030.roundup,slurm,,132112168.0,corral-repl,,,0,20067983.0,,bed,,"""/galaxy-repl/localdata/chrom/hg19.len""","""hg19""","""False""",20067986,,,32.0,,23675110.0,1434720501.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-06-19 13:29:58.995618,10476.0,1742208475,vcf,95.0
6290.0,bed,,,2015-06-19 17:46:36.331665,slurm_normal,1434736061.0,0,,1.0,main_w2_handler1,2328032,9694151,False,,4002887.roundup,slurm,,132112168.0,corral-repl,,,0,20071995.0,,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20071813,,,32.0,,22744453.0,1434736057.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-06-19 17:47:43.419596,60751.0,3865123,vcf,4.0
18514733.0,bed,,,2015-06-19 14:24:56.015259,slurm_normal,1434723934.0,0,,1.0,main_w1_handler2,2348112,9692874,False,,4001741.roundup,slurm,,132112168.0,corral-repl,,"""f3d3fffc168e11e5bb3f005056a51846""",0,20057267.0,,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20057239,,,32.0,,23676452.0,1434723927.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-06-19 14:25:37.941550,64907.0,12400009,vcf,7.0
2740.0,bed,,,2015-06-19 19:46:22.361847,slurm_normal,1434743208.0,0,,1.0,main_w1_handler2,2349194,9695008,False,,4003924.roundup,slurm,,132112168.0,corral-repl,,,0,20071266.0,,bed,,"""/galaxy-repl/localdata/chrom/?.len""","""?""","""False""",20071083,,,32.0,,23676452.0,1434743203.0,ok,1023996.0,toolshed.g2.bx.psu.edu/repos/devteam/vcfbedintersect/vcfbedintersect/0.0.3,0.0.3,,2015-06-19 19:46:51.643526,64907.0,12400009,vcf,5.0
